name,dish,Operation time
Almayass,"{'Menu': {'Select Two': 'Lentil Soup,Chicken Soup,Armenian Salad,Tabbouleh,Fattoush,Hummus,Moutabbal,Labneh,Sarma,Lentil Kafta', ""Chef's Selection"": 'Fattoush,Tabbouleh,Hummus,Moutabbal,Sarma,Mouhammara,Lentil Kafta,Falafel,Cheese Bereg,Kebbe Naye,Kebbe Kras,Mantee Traditional', 'Armenian Tasting': 'Armenian Salad,Lentil Kafta,Dolma,Subereg,Basterma or Soujuk Almayass,Mantee Traditional (Meat or Spinach)', 'Featured Items': 'Bone-In Ribeye,Alaskan Sablefish', 'Mixed Grill': 'Filet Mignon Cubed,Chicken Taouk,Kafta,Baby Lamb Chops', 'Cold Appetizers': 'Moutabbal,Moutabbal Almayass,Labneh,Sarma,Dolma,Mouhammara,Kebbe Naye Almayass,Lentil Kofta,Bottarga', 'Hot Appetizers': ""Sautéed Halloum,Hot Feta,Spicy Potatoes,Basterma or Soujuk Almayass (5 Pcs.),Cheese Bereg (2 Pcs.),Subereg,Falafel,Soujuk Flambé,Mantee Traditional (Meat or Spinach),Kebbe Sajieh,Kebbe Kras (2 Pcs.),Frog Legs Provençal,Chicken Wings Provençal,Chicken Liver,Beef Shawarma,Chicken Shawarma,Almayass Delight,Chef's Special"", 'Hummus Varieties': 'Hummus,Hummus Almayass,Hummus with Pine Nuts,Hummus with Meat,Hummus Beef with Pine Nuts,Hummus with Lamb,Hummus with Cauliflower', 'Lunch Special': '', 'Side Dishes': 'Basmati Rice,Garlic Whip,Fresh Vegetables,Tzatziki Yogurt,Yogurt Sauce,Fried Cauliflower,Pomegranate Molasses,Red Pepper Paste', 'Entree': 'Bronzini,Chicken Taouk,Kafta,Armenian Kafta,Filet Mignon Cubed,Sweet and Sour,Lamb Loin Cubed,Lamb Chops,Stuffed Lamb Leg,Jingle Bell Peppers', 'Salads and Soups': ""Tabbouleh,Armenian Salad,Fattoush,Chef's Salad,Lentil Soup,Chicken Soup"", 'Select One': 'Bronzini,Kafta,Chicken Taouk,Mantee Traditional'}, 'Desserts': {'Dessert': 'Maamoul Almayass,Knafeh bil Jibneh,Ashta el Saraya,Ashta with Assal,Ossmalieh Almayass,Atayif,Baklava,Chocolate Lava Cake'}, 'Wine Menu': {'United States': '2013 Hess, Napa Valley, California, Cabernet Sauvignon (375ml),2012 Opus One, Napa Valley, California, Bordeaux Blend,2013 Moobuzz, Monterey County, California, Pinot Noir', 'Champagne & Sparkling Wine': 'Karas, ""Extra Brut,"" Ararat Valey, Armenia,Sanguefreddo, Valdobbiadene Conegliano, Prosecco Superiore Extra Dry, DOCG,Moët & Chandon, ""Brut Reserve,"" Epernay, Champagne, France,Veuve Clicquot, ""Brut,"" Reims, Champagne, France,2004 Veuve Clicquot Ponsardin, ""Vintage Rosé,"" Champagne, France,Ruinart, ""Blanc de Blancs,"" Champagne, France,2004 Dom. Perignon, ""Brut,"" Champagne, France,2000 Krug, Champagne, France', 'By the Glass': '2015 Château Ksara, ""Reserve du Couvent,"" Cab.S., Syrah, Cabernet Franc,2011 Château Kefraya, Cabernet Sauvignon, Syrah, Carignan,2015 Montinore, Williamette Valley, Oregon, Pinot Noir,2015 Karas, Ararat Valley, Armenia, Red Blend,2015 Catena Zapata ""Catena,"" Mendoza, Argentina, Malbec,2014 Colle Moro, Italy, Montepulciano D\'Abruzzo', 'Red Wine': '', 'Armenia': '2015 Karas, Ararat Valley, Red Blend,2014 Karas, Classic Red (Reserve), Ararat Valley, Red Blend,2014 Yacoubian-Hobbs Areni, Vayots Dzor, Areni Noir,2014 Yacoubian-Hobbs Sarpina, Vayots Dzor, Areni Noir', 'Rose Wine': '2015 Château Ksara, ""Sunset,"" Lebanon, Syrah, Cabernet Franc,2015 Anna\'s Secret, Tuscany, Italy, Sangiovese,2016 Château Kefraya, ""Les Breteches,"" Lebanon, Syrah, Tempranillo, Grenache Noir, Cinsaut', 'Wines From the World': '2011 Domaine du Castel Blanc du Castel, Judean Hills, Israel Chardonnay,2016 Allan Scott, Marlborough, New Zealand, Sauvignon Blanc', 'White Wine': '', 'Italy': '2010 Castello di Montegrosso Monterosso, DOCG Piedmont, Barbera D\'Asti,2010 Luigi Odero, ""Barolo,"" DOCG, Piedmont, Nebbiolo,2006 Castello di Ama, ""Riserva,"" Library Release, Chianti Classico,2012 Fattoria Magliano, ""Poggio Bestial,"" Super Tuscany,2014 Val di Toro, Reviresco, Tuscany, Sangiovese', 'Lebanon': '1967 Château Musar, Cabernet Sauvignon, Cinsault,1975 Château Musar, Cabernet Sauvignon, Cinsault,1995 Château Musar, Cabernet Sauvignon, Cinsault,2001 Château Musar, Red Blend (375ml),2004 Château Musar, Red Blend,2006 Château Belle-Vue, La Renaissance, Bhamdoun, Cab.S., Merlot,2010 Château Kefraya, ""Comte de M,"" Cabernet Sauvignon, Syrah,2013 Château Ksara, Cabernet Sauvignon, Merlot, Petit Verdot,2013 Château Ksara, Cabernet Sauvignon,2012 Massaya, ""Terrasses de Baalbeck,"" Red Rhone Blend,2010 Massaya, ""Gold Reserve,"" Cabernet Sauvignon, Mourvèdre, Syrah,2008 Chateau Heritage, ""Family Reserve,"" Red Blend,2011 ixsir, ""Grande Reserve,"" Lebanon, Cabernet Sauvignon, Syrah', 'France': ""2009 Château Margaux, Margaux, Haut Medoc, Bordeaux,2015 Domaine Brunet, Pays D'oc, Malbec,2012 Larose de Gruaud, Saint-Julien, Bordeaux,1995 Château Leoville - Poyferré, Saint-Julien, Bordeaux,2009 Château Fayat, Pomerol, Bordeaux,2014 Jean Noel Gagnard, Chassagne-Montrachet, Rouge Morgeot""}, 'Cocktail Menu': {'Arak': 'Ksarak, Bekaa Valley, Lebanon,El Massaya Arak, Bekaa Valley, Lebanon', 'Cocktails': 'Twenty4 East,Almayass Margarita,Almayass Mojito,Noor,Berry Passion,Vesper,Manhattan,Old Fashioned,Gold Rush', 'Beer': '961 Lebanese Pale Ale,961 Lebanese Red Ale,961 Lebanese Lager,961 Lebanese Witbier,961 Lebanese Porter,Brooklyn Lager,Corona,Heineken,Amstel Light'}}","Lunch    Daily 12:00 pm–3:00 pm    Dinner    Mon–Wed, Sun 5:30 pm–10:30 pm    Thu–Sat 5:30 pm–11:00 pm"
Aquavit,{},Lunch: Monday - Friday 11:45am -2:30pm     Dinner: Monday - Saturday 5:30pm - 10:00pm
Babbo,,
Ayada,,
Arrogant Swine,{},
Bahari estiatorio,,
Aureole,{}," LUNCH    Monday - Friday, 11:45 am - 2:15 pm    DINNER    Monday - Saturday, 5:00 pm - 10:00 pm"
Autre Kyo Ya,"{'Main Menu': {'Champagne / Rose / Sake / Beer': 'Veuve Cliquot Brut,Celler Barcelona Brut Cava,Paringa Sparkling Shiraz,Domaine Bruno Gobillard Grand-Pere Brut,Piper Heidsieck Brut,Kenzo Estate - Yui Rose 2013,Hanagaki Junmai,Shinsei Junmai Daiginjo,Dassai 50 Junmai Daiginjo,Suijin Junmai,Enter.Sake Black Dot Honjozo,Asahi Black,Echigo Koshihikari,Kagua White', 'Vegetables': 'Hand-Cut Potatoes,Daikon Radish,Roasted Beets,Shishito Pepper Tempura,Housemade Hummus,Japanese Mustard Greens,Crispy Cauliflower,Butter Baked Mushrooms', '1st Course (Cold)': 'Seared Hokkaido Scallops', 'Dessert': 'Chestnut Puff', '4th Course': 'Braised Short Rib', 'Daily Happy Hour': 'Fresh Oysters,Draft Beer,$4 Off All Wines By Glass,All Craft Cocktails', '3rd Course': 'Pan-Roasted Cod', 'Summer Cocktails': ""Diplomatique,Le Lavandou,Mozart's Shrub,Juju Lemonade,Please Peas Me,Chanson Melodie"", 'For the Table': 'Ni-Anago Eel & Seasonal Mushroom Claypot Rice', ""Today's Special"": 'Burgundy Truffle Claypot Rice,Spicy Pumpkin Soup,Razor Clams a la Plancha,Braised Short Rib', 'Raw': 'Fresh Oyster (2pcs),1/2 Dozen Oysters,Dozen Oysters,Seared Scallop Crudo,Fluke Crudo', 'Brunch': ""Burger,Steak & Eggs,House-Smoked Salmon & Hash Brown Potato,Croque Madame,Avocado Toast,Eggs Benedict,Savory French Crepe,Duck Confit & Polenta,Foie Gras Croquette Mini Burger (2pcs),Farmer's Omelette,Lobster Linguini,Kale & Parmesan Salad,Assorted Pastries Basket,Onsen-Style Egg,Crispy Cauliflower w/ Spicy Peanut Sauce,Roasted Beets w/ Yogurt & Pistachio,House-Smoked Salmon,Crispy Potatoes / Hand-Cut Fries,Cheese & Charcuterie,Autre Mary - Brunch Cocktail,French Raspberry Bellini - Brunch Cocktail,Shochu Sunrise - Brunch Cocktail"", '2nd Course (Hot)': 'Homemade Hummus & Carrot Confit', 'Amuse Bouche': 'Sunchoke Soup', 'Small Plates (Chilled)': 'Sea Urchin Consomme Gelee,Yuzu Smoked Salmon,Autre Salad', 'Large Plates': 'Roasted Kamo-Duck Breast,Roasted Rib-Rye,Pan-Roasted Cod,Roasted Lamb,Roasted Branzino', 'Small Plates (Hot)': 'Pork Belly Confit,House-Smoked Octopus,Lobster Linguine,Sauteed Foie Gras', 'Cocktails': ""Melanie Melodie,Stuyvesant,Coco Le Vert,Midnight Blues,Oh Lilet,Heming's Way"", 'Chef Course (Nov / Dec)': '', 'Wine': ""Edna Valley Pinot Noir 2014 Central Coast, California,Desierto 25 Malbec 2012 Patagonia, Argentina,Soverain Cabernet Sauvignon 2012 North Coast, California,Reserve Mont-Redon Cotes du Rhone 2014 Rhone, France,Stag's Leap Cabernet Sauvignon 2012 Napa Valley, California,Parenchere Chateau Bordeaux Superieur 2011 Bordeaux, France,Chateau de Sancerre Sancerre 2013 Sancerre, France,Montes Sauvignon Blanc 2015 Leyda Valley, Chile,Luminus Chardonnay 2013 Napa Valley, California,Chateau Mercian - Yamanashi Katsunuma Koshu 2013 Yamanashi, Japan,Kenzo Estate - Asatsuyu Sauvignon Blanc 2014 Napa Valley, California,Wagner Stempel Riesling Trocken 2012 Rheinhessen, Germany,Jean-Claude Bessin - La Fourchaume 1er Cru Chablis 2013 Chablis, France,Francoise & Denis clair - Puligny-Montrachet La Garenne 2012 Burgundy, France,Clos Canon St Emilion 2010 St Emilion, France,Chateau du Trignon - Trignon Gigondas 2010 Gigondas, France,Domaine Duclaux Chateauneuf du Pape 2009 Rhone, France""}}",Sunday 11:00am-10:00pm    Tuesday-Wednesday 5:30pm-11:00pm (last call 10:30pm)    Thursday-Friday 5:30pm-12:00am (last call 11:30pm)    Saturday 11:00am-12:00am (last call 11:30pm)
Avant Garden,{},
Baker & Co.,,
Bacaro,"{'Private Events': {}, 'Dolci': {'Vino Dolci': ""Moscato D'asti, Vietti 2015,Brachetto, Marenco 2013,Dindarello, Maculan 2014,Torcolato, Maculan 2007,Passito Bianco, Marion 2007,Recioto, Tesauro 2013,Recioto Doc, Accordini 2012"", 'Digestivi': 'Amaro, Nonino,Amaro, Ciociaro,Amaro, Luxardo Abano,Amaro, Ramazzotti,Amaro, Montenegro,Amaro, S. Maria Al Monte,Amaro, Nardini,Fernet, Lazzaroni,Fernet, Leopold Brothers,Fernet Branca,Branca Menta,Cynar,Nocino,Limoncello', 'Caffe': 'Espresso,Americano', 'Chinato': 'Vajra,Cappellano', 'Dolci': 'Tiramisu,Budino Di Riso,Panna Cotta,Gelato,Sorbetto', 'Grappa': 'Mosato, Marolo,Camomile, Marolo,Barolo, Marolo,Brunello, Marolo,Amarone, Marolo,Amarone, Zenato,Cabernet, Alexander,Prosecco, Alexander,Cab / Merlot, Luxardo,Barbera, Mazzetti,Pere Di Poli,Moscato Di Poli,Pinot Di Poli,Nardini Bianca,Nardini Riserva,Nardini Mandorla,Nardini Acqua Di Cedro,Nardini Rue,Nardini Tagliatella', 'Brandy': 'Chardonnay, Villa Zarri'}, 'Main Menu': {'Vino Rosato': 'Merlot, Maculan 2015 Veneto,Nebb/Barbera/Solcetto, Vajra Rosabella 2016 Piemonte,Ciliegiolo, Bisson, Gol del Tigullio 2015 Liguria,Lagrein, Terlano 2015 Alto Adige', 'Main': ""Zuppa Fredda di Piselli,Insalata Di Stagione,Insalata Acciuga,Insalata Di Granchio,Mozzarella Di Bufala,Salumi E Formaggi,Crostini Assortimenti,Polpette,Asparagi Con Uovo,Ostrica Alla Veneziana,Risi E Bisi,Baccala Mantecato,Fritto Misto,Gamberetti Con Polenta,Gnocchetti Con Funghi,Spaghetti Con Vongole,Spaghetti Nero,Bigoli Con Sugo D'anatra,Risotto con Asparagi Bianchi,Lasagna Treviso,Filetto Di Sogliola,Pollo Alla Milanese,Stinco Di Maiale,Tagliata Di Manzo Al Amarone"", 'Vino Rosso- Emilia Romagna': 'Sangiovese Di Romagna, Castelluccio, Le More 2015,Sangiovese Superiore, Fattoria Paradiso 2013', 'Vino Rosso- Alto Adige': 'Schiava, Erste E Neue, Leuchten Berg 2014 (Chilled),Pinot Nero, Hofstaetter, Meczan 2015,Pinot Nero, Gottardi, Mazzon 2013,Lagrein, Terlano, Porphyr 2012', 'Vino Bianco Macerati': 'Pinot Grigio, Vie di Romans 2014 Friuli,Cinqueterre Bianco, Campogrande 2010 Liguria,Vitovska/Malvasia, Skerk Ograde 2014 Friuli,Ribolla Gialla, Damijan Podversic 2012 Friuli', 'Vino Bianco- Veneto': 'Bianco Di Custoza, Valpatena, Falasco 2015,Lugana, Zenato 2015,From Black To White, Zyme, Il Bianco 2014,Soave, Pieropan 2015,Soave, Pieropan, Calvarino 2013,Soave, Pieropan, La Rocca 2011', 'Vino Spumante': 'Prosecco, Drusian, Brut NV,Friulano / Ribolla, Castello Di Lispida, H Bi Anco,Gavi, Broglia, La Meirana 2013,Cartizze, Bisol 2012,Franciacorta, Bellavista, Alma NV,Franciacorta, Bellavista, Pas Opere 2006,Franciacorta Rose, Contadi Constaldi NV,Bruno Verdo Sangue Di Giuda, Paradiso 2015,Langhe Freisa, Vietti, Vivace 2015,Bonarda, Frizzante, Castello Di Luzzano 2010', ""Vino Rosso- Valle D'Aosta"": 'Nebbiolo/Fresia, Donnas Rosso 2013', 'Vino Rosso- Piemonte': ""Barbera D'alba, Vajra 2014,Barbera D'alba, Cordero Montezemolo, Funtani 2012,Barbera D'asti, La Ghersa, Vignassa Superiore 1999,Dolcetto Dogliani, Pecchenino, San Luigi 2014,Roero Riserva, Ca'rossa, Audinaggio 2012,Langhe Nebbiolo, Vietti, Perbacco 2013,Monferrato Rosso, La Spinetta, Pin 2011,Gattinara, Travaglini 2011,Gattinara, Travaglini, Il Sogno 2008,Barbaresco Piero Busso, San Stunet 2009,Barbaresco Riserva, Prod. del Barbaresco, Rio Sordo 2009,Barbaresco, Bruno Rocca, Rabaja 2005,Barbaresco, Bruno Rocca, Maria Adelaide 2004,Barbaresco, Bruno Giacosa, Santo Stefano 2008,Langhe Freisa, Vajra, Kye 2012,Nebb / Barbera / Cab, Mauro Veglio, L'insieme 2011,Barolo, Vajra, Albe 2012,Barolo, Mauro Veglio, Vigneto Arborina 2010,Barolo, Paolo Scavino, Bric Del Fiasc 2010,Barolo, Marchesi Di Barolo, Cannubi 2004"", 'Vino Bianco- Friuli': 'Collio Bianco, Zuani Vigne 2014,Pinot Bianco, Schiopetto 2012,Blanc de Rosis, Schiopetto 2013,Tocai/Verduzzo, Marco Cecchini, Tove 2009,Fruilano, Ronco del Gelso 2013,Fruilano, Schiopetto 2011,Fruilano, Vie di Romans, Dolee 2013,Vintage Tunina, Jermann 2008', 'Vino Bianco- Alto Adige': 'Sauvignon Blanc, Andriano, Floreado 2015,Sauvignon Blanc, Terlano, Winkl 2015,Sauvignon Blanc, Terlano, Quarz 2012,Riesling, St Michael Eppan, Montiggl 2013,Sylvaner, Strasserhof 2012,Pinot Bianco, J. Hofstatter, Weisburgundrr 2013,Pinot Bianco, Terlano, Vorberg 2012,Gewurtztraminer, Baron Di Pauli, Exilssi 2006', 'Contorno': 'Sautéed Green Beans,Sautéed Broccoli Rabe,Polenta', 'Vino Rosso- Friuli': 'Refosco, Marco Cecchini 2011', 'Vino Rosso- Veneto': ""Groppello, Valtenesi, La Botte Piena, La Basia 2014,Valpolicella Classico, Tommasi, Rafael 2014,Valpolicella Ripasso, Accordini 2014,Valpolicella Superiore, Marion 2011,Valpolicella, Romano Dal Forno 2009,Garda Rosso Marzemino, Le Morene, La Basia 2013,Merlot, Sansonina 2013,Castello Di Lispida, Terraforte 2009,Cab / Merlot / Barbera, Calaone, Ca'orologio 2015,Corvina / Oseleta, Allegrini, La Grola 2011,Venegazzu, Loredan Gasparini, Della Casa 2011,Carmenere/Cabernet Relogio, Ca'orologio 2013,Cabernet Sauvignon, Le Ragose 2010,Cabernet Sauvignon, Marion 2012,Venegazzu, Loredan Gasparini, Capo Di Stato 2005,Fratta IGT, Maculan 2007,Oseleta, Zyme, OZ 2008,Rosso Di Rosso, Diesel Farm 2000,La Poja, Allegrini 2003,Ca' Carnocchio, Le Salette 2011,Amarone Della Valpolicella, La Ragose 2006,Amarone Della Valpolicella, Allegrini 2011,Amarone Della Valpolicella, Le Salette, La Marega 2010,Amarone Della Valpolicella, Le Salette, Pergole Vece 2010"", 'Vino Bianco- Piemonte': 'Langhe Riesling, Vajra, Pietracine 2013,Sauvignon / Chardonnay, Piero Busso, Langhe Bianco 2013,Langhe Bianco, Paolo Scavino, Sorriso 2016,Pinot Nero, Cavallotto, Pinner 2015,Roero Arneis, Vietti 2014,Roero Arneis, Bruno Giacosa 2014,Gavi, Picollo Ernesto 2016,Gavi Di Gavi, Broglia, La Meirana 2015,Chardonnay, Bruno Rocca, Cadet 2014', 'Lombardia': ""Chardonnay, Mazzolino Blanc 2013,Ca'brione, Nino Negri 2010"", 'Vino Rosso- Lombardia': 'Valtellina Rosso, Sandro Fay, Tei 2014,Bonarda, Luzzano, Carlino 2014,Nebbiolo/Syrah/Merlot, Sandro Fay, La Faya 2013,Gutturnio, Castello Di Luzzano, Romeo 2011,Sfursat, Nino Negri 2010,Sfursat, Sandro Fay, Ronco Del Picchio 2006,Sfursat, Nino Negri, 5 Stelle 2004'}, 'Happy Hour': {'Vino Rosato': 'Lagrein, Alois Lageder, Alto Adige 2014', 'Happy Hour Drinks': 'Spritz,Bellini,Sgroppino', 'Happy Hour - Upstairs Only': '', 'Vino Rosso': 'Sangiovese Di Romagna, Castelluccio ""Le More"", Romagna 2013', 'Vino Spumunte': 'Prosecco, Drusian, Veneto', 'Crostini Del Giorno': 'Olive & Anchovy,Baccala,Mixed Mushroom & Grana,Ricotta, Peas & Mint,Ricotta Salata, Tomato, Cucumber & Mint,Marinated Artichokes & Speck', 'Dolci': 'Gelato Cup or Cone,Sorbetto Cup or Cone', 'Vino Bianco': 'Bianco Di Custoza, Falasco, Veneto 2014', 'Salumi E Formaggi': 'Meat & Cheese Platter for 1', 'Birra': 'Forst, Lager, Alto Adige', 'Tramezzini': 'Tuna, Egg & Olive'}}","Dinner: Sunday, Tuesday - Thursday: 6:00pm - 12:00pm, Friday - Saturday: 6:00pm - 2:00am"
Awadh,"{'Beverages Menu': {'Cocktails': 'An Indian Summer,Delhi Dreams,Gingers Tale,The Nawab,The Aristocrat', 'Wines': 'Wines'}, 'Main Menu': {'Khaas Ras/Entrees': '', 'Aagaz/Appetizers': '', 'Saath Mein/Sides': 'Aloo Gobhi Matar,Paneer Khurchan,Paneer Palak,Taka Tak', 'Biryaani': 'Aloo Chutney Pulao,Sufiana Murgh Biryaani,Awadh Gosht Biryaani', 'Awadh Specialities': 'Taley Aloo Ka Korma,Kairi Ki Dal,Khaas Korma,Nali Ki Nihari,Lagan Ki Raan,Mahi Musallam', 'Samundri/Sea': 'Uri Jheenga,Malai Lobster Masala,Crab Lehsuni,Methi Machchi Tikka,Sarson Machchi Tikka', 'Roti/Breads': 'Tandoori Roti,Naan,Lehsuni Naan,Kulcha,Lachcha Parantha,Ulta Tawa Parantha', 'Murgh/Chicken': 'Makhanwala,Tariwala', 'Vegetarian': 'Subz Sangam,Kofta Dilnaaz,Bhindi Do Pyaza,Dum Ke Hare Phool,Bharwan Baingan,Paneer Tikka Masala,Methi Malai Matar,Chana Masala,Dal Makhani', 'Pilaf/Rice': 'White Rice,Lemon Rice', 'Gosht/Lamb': 'Saag,Dahiwala'}, 'Desserts Menu': {'Meetha Ras/Dessert': 'Phirni,Gulab Jamun,Kulfi,Shahi Tukda,Sorbet Trio', 'Tea': 'Flowery Green,First Flush,Emerald Spice,Indian Bouquet,Masala Chai'}}",Lunch: Monday - Friday: 12:00pm - 3:00pm      Brunch:Lunch: Saturday - Sunday: 12:00pm - 3:00pm    Dinner: Monday - Sunday: 5:00pm - 10:30pm
Avena,"{""New Year's Eve"": {'Dessert': 'Variazione al Cioccolato', ""Chef's Welcome"": ""Cappuccino d'Aragostella, Spuma e Croccante di Finocchio"", 'Drink': ""New Year's Champagne Toast"", 'First Course': 'Grande Crudo,Agnolotti', 'Entrée': ""Costoletta d'Agnello,Sogliola Dover in Chiara al Champagne""}, 'Dinner Menu': {'Secondi': ""Guazzetto di Pesce,Branzino di Lenza,L'Aragosta,L'Anatra in Due Modi,Galletto Ruspante,Tagliata di Manzo,Guancine di Vitella,Lombo d'Agnello,Maialino da Latte"", 'Insalate': 'Piccola Misticanza di Stagione,Carciofini,Spinacini', 'Antipasti': 'Zuppetta Frantoiana,Capessante Scottate,Prosciutto, Burrata e Fichi,Carpaccio di Manzo,Battuta di Tonno,Involtini di Melanzane,Crudo di Mare,Polipo alla Brace su Giardiniera,Fritto di Mare,Vitello Tonnato', 'Primi': ""Ravioli,Fettuccine al Pomodoro,Risotto,Tagliolini ai Finferli,Maltagliati alle Erbette alla Bolognese,Gnocchetti all'Imperiale di Granchio,Taglierini sull Pesce""}, 'Lunch Menu': {'Main Course': ""Fettuccine all'Uovo con Zuchinele e Zafferano,Salmone Norvegese su Spinacini e Olivelle,Galletto Ruspante su Peperonata,Costoletta d'Agnello e Carciofi,Veal Milanese"", 'Dessert': ""Infusione di Ciliegie con Cremoso al Fior' di Latte e Pistacchio,Tiramisu'"", 'Appetizer': ""Vellutata d'Asparagi Verdi,Misticanza di Stagione e Provola Affumicata alla Piastra,Totanetti su Purea di Piselli al Rosmarino,Vitello Tonnato con Segmenti di Agrumi""}}",Lunch    Daily 11:30 am–4:00 pm    Dinner    Sat 5:00 pm–11:00 pm
Bar Uchū,,
Barbetta,,
Balthazar,{},
Beaubourg,,
Bar Primi,{},Lunch: Monday - Friday: 11:30am - 5:30pm      Brunch: Saturday - Sunday: 10:00am - 3:00pm      Midday: Saturday - Sunday: 3:00pm - 5:30pm      Dinner: Sunday - Thursday: 5:30pm - 11:00pm      Friday - Saturday: 5:30pm - 12:00am      Happy Hour: Monday - Friday: 3:30pm - 6:00pm
Barney Greengrass,,
Balaboosta,{},
Barawine,"{""New Year's Eve"": {'Main Course': 'Pan-Seared Norwegian Wild Salmon,Filet Mignon', 'Dessert': 'Our Chef Specialty Beignet,Lava Cake', 'Appetizer': 'Homemade Foie Gras Terrine,Sautéed Sea Scallops'}, 'Dinner Menu': {'Main Courses': 'Branzino Provencal,Vegan Thai Curry Vegetables,Seared Sea Scallops,Roasted Corn & Bay Shrimp Risotto,Mussels Mariniere,Fettuccine Bolognese,Seared Codfish Fillet,Hanger Steak,Braised Lamb Shank,Roasted Chicken Breast,Roasted Duck Magret,Barawine Burger', 'Raw': 'Fluke Ceviche,Yellowfin Tuna Tartar,Hand Cut Beef Tartar', 'Desserts': 'Chocolate Lava Cake,Crème Brûlée,Rustic Fruit Tart,Sorbet,Ice Cream', 'Charcuteries & Cheese': 'Charcuterie Plate,Cheese Plate,Macaroni, Ham & Cheese,French Fries,Truffle Fries,Bara Fries', 'Beverages': 'Sodas,Hard Cider (Hudson Valley NY),Juices,Bottled Water,Coffee,Tea', 'Appetizers': 'Tiger Shrimp,Niçoise Salad - Blackened Tuna,Barawine House Salad,Vegan Quinoa & Tofu Salad,Cobb Salad,Spinach Ravioli,Caesar Salad,Brie Cheese Tart,Prosciutto Fig Salad,Spicy Corn & Poblano Cheese Soup,French Onion Soup,Beet Salad', 'Bottled Beers (Local & Imported)': ""Keegan Mother's Milk,Six Point Bengali Tiger Ale,Dream Weaver,Corona,Kronenbourg 1664,Sam Adams,Einbecker (Alcohol-free Beer)""}, 'Bar Menu': {'Cocktail': 'Barawine Martini,French Velvet,Got Mint,Harlem Mix,Blue Hawaiian,Viva Mexico,New York Sour,Sangria', 'Happy Hour': 'Wine,Sparkling,Barawine Sangria,Well Drink'}, 'Brunch Menu': {'Salads': 'Cobb Salad,Brie Cheese Tart,Nicoise Salad,Caesar Salad,Beet Salad,Vegan & Quinoa Tofu Salad', 'Waffles': 'Chocolate Ganache,Powdered Sugar & Maple Syrup,Fresh Berries & Powdered Sugar,French Toast', 'Sandwiches': 'Croque Monsieur,Croque Madame,Barawine Brunch Sandwich', 'Brunch Beverages': 'Selected Carafes,Sodas,Juices,Hard Cider (Hudson Valley NY),Bottled Water,Coffee,Tea', 'Desserts': 'Chocolate Lava Cake,Rustic Fruit Tart,Crème Brûlée,Sorbet,Ice-cream', 'Eggs': 'Swiss Cheese Scrambled Eggs,Eggs Meurette,Eggs Benedict,Eggs Florentine,Eggs Norwegian', 'Omelettes': 'Omelette Chasseur,Omelette Forestier,Baby Spinach Omelette,Omelette Provencale', 'Bottled Beers (Local & Imported)': ""Keegan Mother's Milk,Six Point Bengali Tiger Ale,Dream Weaver,Corona,Kronenbourg 1664,Sam Adams,Einbecker (Alcohol-free Beer)""}}",Monday - Thursday  4pm - 10pm    Friday        4pm - 11pm    Saturday                            11.30am - 11pm    Sunday                               11.30 am- 10:00 pm    The bar will stay Open Until the Fun Stops
Beyoglu,,
Barbuto,"{'Lunch Menu': {'Piatti Unici': 'Pollo Al Forno,Insalata Bistecca,Melanzana Ai Ferri,Gamberetti,Trota Ai Ferri', 'Contorni': 'Verdure,Patate', 'Formaggio': 'Podda Classico,Ewephoria,St. Stephen,Bayley Hazen Blue', 'Antipasti': 'Olive Miste,Salumi,Bruschetta,Insalata Mista,Insalata Di Cavolo,Insalata Stagionale,Insalata Di Tonno', 'Pizze E Primi': 'Pizza Stagionale,Pizza Salsiccia,Gnocchi Stagionale,Bucatini Alla Carbonara', 'Jonathan Waxman Cookbooks': 'A Great American Cook,Italian, My Way,Barbuto Family Menu Available'}, 'Dinner Menu': {'Piatti Unici': 'Pollo Al Forno,Spigola Ai Ferri,Trota Arrosto,Manzo Ai Ferri,Anatra Ai Ferri,Stinco Di Maiale', 'Contorni': 'Patate,Verdure,Carote', 'Primi': 'Risotto Stagionale,Bucatini Con Pomodoro Piccante,Gnocchi Stagionale,Capricci Con Bolognese', 'Antipasti': 'Olive Miste,Salumi,Bruschetta,Cavolini Crudi,Insalata Burrata,Insalata Di Cavolo,Polpetta Farcita,Insalata Di Calamari', 'Jonathan Waxman Cookbooks': 'A Great American Cook,Italian, My Way,Barbuto Family Menu Available', 'Formaggio': 'Podda Classico,Ewephoria,St. Stephen,Bayley Hazen Blue'}, 'Brunch Menu': {'Jonathan Waxman Cookbooks': 'A Great American Cook,Italian, My Way,Barbuto Family Menu Available', 'Antipasti': 'Salumi,Bruschetta,Insalata Cavolo,Insalata Di Tonno,Insalata Stagionale', 'Contorni': 'Patate,Verdure', 'Piatti': 'Pizza Stagionale,Pizza Uovo,Bucatini Alla Carbonara,Frittata,Salsiccia Con Uovo,Pollo Al Forno,Insalata Bistecca,Trota Arrosto,Gamberetti,Crespella', 'Formaggio': 'Podda Classico,Ewephoria,St. Stephen,Bayley Hazen Blue'}}",Lunch    Monday - Friday: 12:00pm - 3:30pm    Brunch    Saturday - Sunday: 11:30am - 3:30pm    Dinner    Monday - Wednesday: 5:30pm - 11pm     Thursday - Saturday: 5:30pm - 12:00 am    Sunday: 5:30pm - 10:00 pm
